10,auto,100,2,0.10250711441,0.816666666667,0.0166666666667
10,auto,100,10,0.086893081665,0.7,0.0666666666667
10,auto,100,20,0.0846621990204,0.733333333333,0.0333333333333
10,auto,50,2,0.0901720523834,0.75,0.05
10,auto,50,10,0.0896821022034,0.65,0.0166666666667
10,auto,50,20,0.0837979316711,0.7,0.0666666666667
10,auto,None,2,0.0904269218445,0.766666666667,0.0333333333333
10,auto,None,10,0.0891301631927,0.666666666667,0.0
10,auto,None,20,0.0823450088501,0.783333333333,0.0833333333333
10,log2,100,2,0.0580191612244,0.733333333333,0.1
10,log2,100,10,0.0577411651611,0.716666666667,0.0166666666667
10,log2,100,20,0.0565490722656,0.7,0.133333333333
10,log2,50,2,0.0586059093475,0.75,0.0833333333333
10,log2,50,10,0.0632247924805,0.533333333333,0.133333333333
10,log2,50,20,0.0566258430481,0.666666666667,0.0333333333333
10,log2,None,2,0.0583050251007,0.866666666667,0.1
10,log2,None,10,0.0577669143677,0.716666666667,0.0166666666667
10,log2,None,20,0.057137966156,0.683333333333,0.0166666666667
50,auto,100,2,0.352180957794,0.716666666667,0.0166666666667
50,auto,100,10,0.349014043808,0.733333333333,0.0333333333333
50,auto,100,20,0.324062824249,0.766666666667,0.0
50,auto,50,2,0.349007844925,0.716666666667,0.0166666666667
50,auto,50,10,0.346833944321,0.733333333333,0.0
50,auto,50,20,0.320829153061,0.716666666667,0.0166666666667
50,auto,None,2,0.349740028381,0.716666666667,0.05
50,auto,None,10,0.347095012665,0.716666666667,0.0166666666667
50,auto,None,20,0.327731847763,0.733333333333,0.0333333333333
50,log2,100,2,0.190430879593,0.75,0.0166666666667
50,log2,100,10,0.192594051361,0.75,0.0166666666667
50,log2,100,20,0.188977956772,0.766666666667,0.0
50,log2,50,2,0.193158149719,0.733333333333,0.0333333333333
50,log2,50,10,0.194288015366,0.733333333333,0.0
50,log2,50,20,0.189566135406,0.733333333333,0.0333333333333
50,log2,None,2,0.196941137314,0.733333333333,0.0
50,log2,None,10,0.191051006317,0.716666666667,0.0166666666667
50,log2,None,20,0.188392162323,0.766666666667,0.0333333333333
100,auto,100,2,0.703634023666,0.7,0.0
100,auto,100,10,0.667861938477,0.733333333333,0.0
100,auto,100,20,0.615744829178,0.766666666667,0.0
100,auto,50,2,0.685407161713,0.733333333333,0.0
100,auto,50,10,0.667498111725,0.716666666667,0.0166666666667
100,auto,50,20,0.614599943161,0.733333333333,0.0333333333333
100,auto,None,2,0.683403968811,0.716666666667,0.0166666666667
100,auto,None,10,0.665558099747,0.7,0.0
100,auto,None,20,0.620224952698,0.733333333333,0.0
100,log2,100,2,0.362818002701,0.783333333333,0.0166666666667
100,log2,100,10,0.39799284935,0.75,0.0166666666667
100,log2,100,20,0.348649024963,0.766666666667,0.0333333333333
100,log2,50,2,0.36393904686,0.733333333333,0.0
100,log2,50,10,0.357604980469,0.75,0.0166666666667
100,log2,50,20,0.350270986557,0.766666666667,0.0333333333333
100,log2,None,2,0.359160900116,0.75,0.0166666666667
100,log2,None,10,0.358368873596,0.75,0.0166666666667
100,log2,None,20,0.360117912292,0.783333333333,0.0166666666667
